timestamp,response_time_ms,status_code,success,ttfb_ms,bytes_received
2025-08-29T12:16:05.125099,99.78175163269043,200,1,99.69472885131836,54
2025-08-29T12:16:06.246338,115.93794822692871,200,1,115.71097373962402,54
2025-08-29T12:16:07.370207,119.5669174194336,200,1,119.22502517700195,54
2025-08-29T12:16:08.497811,121.24514579772949,200,1,120.70822715759277,54
2025-08-29T12:16:09.621073,118.6830997467041,200,1,117.71607398986816,54
2025-08-29T12:16:10.746279,119.11511421203613,200,1,118.71194839477539,54
2025-08-29T12:16:11.872500,120.08309364318848,200,1,119.89307403564453,54
2025-08-29T12:16:12.999671,123.63481521606445,200,1,123.2750415802002,54
2025-08-29T12:16:14.042997,39.73507881164551,200,1,39.443016052246094,54
2025-08-29T12:16:15.147421,100.3119945526123,200,1,100.13198852539062,54
2025-08-29T12:16:16.274698,124.06778335571289,200,1,123.74210357666016,54
2025-08-29T12:16:17.402208,124.12500381469727,200,1,123.81911277770996,54
2025-08-29T12:16:18.528169,120.57876586914062,200,1,120.24188041687012,54
2025-08-29T12:16:19.654986,120.73397636413574,200,1,120.41592597961426,54
2025-08-29T12:16:20.882272,221.16589546203613,200,1,220.98302841186523,54
2025-08-29T12:16:22.010072,123.80099296569824,200,1,123.52991104125977,54
2025-08-29T12:16:23.135726,119.74191665649414,200,1,119.48585510253906,54
2025-08-29T12:16:24.262164,120.78595161437988,200,1,120.50795555114746,54
2025-08-29T12:16:25.389783,121.67191505432129,200,1,121.37103080749512,54
2025-08-29T12:16:26.514473,121.61803245544434,200,1,121.43397331237793,54
2025-08-29T12:16:27.643803,124.80616569519043,200,1,124.46784973144531,54
2025-08-29T12:16:28.769867,121.43898010253906,200,1,121.22869491577148,54
2025-08-29T12:16:29.895157,122.88379669189453,200,1,122.49875068664551,54
2025-08-29T12:16:31.019826,119.97222900390625,200,1,119.78435516357422,54
2025-08-29T12:16:32.147803,122.21002578735352,200,1,121.8879222869873,54
2025-08-29T12:16:33.272604,119.30084228515625,200,1,119.0788745880127,54
2025-08-29T12:16:34.403612,125.23794174194336,200,1,124.8929500579834,54
2025-08-29T12:16:35.527896,118.13712120056152,200,1,117.86389350891113,54
2025-08-29T12:16:36.653117,120.4671859741211,200,1,120.10908126831055,54
2025-08-29T12:16:37.779814,122.50208854675293,200,1,122.21884727478027,54
2025-08-29T12:16:38.908209,123.9311695098877,200,1,123.57306480407715,54
2025-08-29T12:16:40.037390,123.00300598144531,200,1,122.8799819946289,54
2025-08-29T12:16:41.159318,120.0246810913086,200,1,119.72570419311523,54
2025-08-29T12:16:42.294811,131.25133514404297,200,1,130.9340000152588,54
2025-08-29T12:16:43.411732,110.70680618286133,200,1,110.3520393371582,54
2025-08-29T12:16:44.538147,120.15891075134277,200,1,119.75502967834473,54
2025-08-29T12:16:45.664430,120.3451156616211,200,1,119.89712715148926,54
2025-08-29T12:16:46.789626,122.57981300354004,200,1,122.35689163208008,54
2025-08-29T12:16:47.918168,124.11332130432129,200,1,123.7790584564209,54
2025-08-29T12:16:49.044114,119.80795860290527,200,1,119.53592300415039,54
2025-08-29T12:16:50.170099,121.64306640625,200,1,121.51193618774414,54
2025-08-29T12:16:51.296700,121.40297889709473,200,1,121.09684944152832,54
2025-08-29T12:16:57.306273,5000.0,0,0,0,0
2025-08-29T12:17:03.319209,5000.0,0,0,0,0
2025-08-29T12:17:09.331305,5000.0,0,0,0,0
2025-08-29T12:17:15.343320,5000.0,0,0,0,0
2025-08-29T12:17:21.353959,5000.0,0,0,0,0
2025-08-29T12:17:27.366255,5000.0,0,0,0,0
2025-08-29T12:17:30.172640,1800.2660274505615,200,1,1799.9579906463623,54
2025-08-29T12:17:31.219551,40.99130630493164,200,1,40.84920883178711,54
2025-08-29T12:17:37.229559,5000.0,0,0,0,0
2025-08-29T12:17:43.241650,5000.0,0,0,0,0
2025-08-29T12:17:49.253914,5000.0,0,0,0,0
2025-08-29T12:17:55.266642,5000.0,0,0,0,0
2025-08-29T12:18:01.279227,5000.0,0,0,0,0
2025-08-29T12:18:07.288778,5000.0,0,0,0,0
2025-08-29T12:18:11.102991,2808.073043823242,200,1,2807.663917541504,54
2025-08-29T12:18:12.144211,35.22777557373047,200,1,34.94691848754883,54
2025-08-29T12:18:18.156224,5000.0,0,0,0,0
2025-08-29T12:18:24.166635,5000.0,0,0,0,0
2025-08-29T12:18:30.179276,5000.0,0,0,0,0
2025-08-29T12:18:36.192095,5000.0,0,0,0,0
2025-08-29T12:18:42.204353,5000.0,0,0,0,0
2025-08-29T12:18:48.216979,5000.0,0,0,0,0
2025-08-29T12:18:54.228743,5000.0,0,0,0,0
2025-08-29T12:19:00.242467,5000.0,0,0,0,0
2025-08-29T12:19:06.250636,5000.0,0,0,0,0
2025-08-29T12:19:07.258422,4.683017730712891,0,0,0,0
2025-08-29T12:19:08.268754,4.233121871948242,0,0,0,0
2025-08-29T12:19:09.275059,3.6590099334716797,0,0,0,0
2025-08-29T12:19:10.280643,3.984212875366211,0,0,0,0
2025-08-29T12:19:11.286321,3.5147666931152344,0,0,0,0
2025-08-29T12:19:12.292372,3.731966018676758,0,0,0,0
2025-08-29T12:19:13.302414,4.042148590087891,0,0,0,0
2025-08-29T12:19:14.313885,7.959127426147461,0,0,0,0
2025-08-29T12:19:15.324283,4.168987274169922,0,0,0,0
2025-08-29T12:19:16.413535,87.80884742736816,200,1,85.95490455627441,54
2025-08-29T12:19:17.532695,115.21315574645996,200,1,113.55113983154297,54
